,Correct_Univ_1(my.harvard),org_id_1,Correct_Univ_2(my.harvard),org_id_2,Tested_Univ(madris),institution_id,Best_Rating
1288,"('SEMMELWEISUNIVERSITY', 100)",1000049101,"('ELLISUNIVERSITY', 80)",1000041603,SEMMELWEISUNIVERSITY,5038,100
561,"('LONDONBUSINESSSCHOOL', 100)",1000049269,"('INSEADBUSINESSSCHOOL', 80)",1000046821,LONDONBUSINESSSCHOOL,5529,100
660,"('BARRYUNIVERSITY', 100)",1000040455,"('BAKERUNIVERSITY', 87)",1000040421,BARRYUNIVERSITY,195,100
558,"('HEIDELBERGUNIVERSITY', 100)",1000042092,"('WIDENERUNIVERSITY', 81)",1000045556,HEIDELBERGUNIVERSITY,4707,100
1291,"('EPISCOPALDIVINITYSCHOOL', 100)",1000048917,"('EPISCOPALDIVINITYSCHOOL', 100)",1000048917,EPISCOPALDIVINITYSCHOOL,5043,100
556,"('LANZHOUUNIVERSITY', 100)",1000049352,"('GUANGZHOUUNIVERSITY', 89)",1000049574,LANZHOUUNIVERSITY,5466,100
1293,"('UNIONCOLLEGE', 100)",1000044909,"('UNIONCOLLEGEKY', 92)",1000044910,UNIONCOLLEGE,3305,100
1296,"('NAVALPOSTGRADUATESCHOOL', 100)",SF000000162,"('NAVALPOSTGRADUATESCHOOL', 100)",SF000000162,NAVALPOSTGRADUATESCHOOL,5051,100
553,"('CONNECTICUTCOLLEGE', 100)",SF000000915,"('CONNECTICUTCOLLEGE', 100)",SF000000915,CONNECTICUTCOLLEGE,5443,100
663,"('BATESCOLLEGE', 100)",1000040462,"('OBLATECOLLEGE', 88)",1000047164,BATESCOLLEGE,199,100
548,"('UNIVERSITYOFREGENSBURG', 100)",1000046201,"('UNIVERSITYOFGOTHENBURG', 86)",SF000001397,UNIVERSITYOFREGENSBURG,5317,100
544,"('SOUTHEASTUNIVERSITY', 100)",1000048796,"('SOUTHWESTUNIVERSITY', 95)",1000049245,SOUTHEASTUNIVERSITY,5293,100
1179,"('UNIVERSITYOFNEWBRUNSWICK', 100)",1000046193,"('UNIVERSITYOFWARWICK', 84)",1000047723,UNIVERSITYOFNEWBRUNSWICK,5563,100
1244,"('NAGPURUNIVERSITY', 100)",1000047065,"('AGRAUNIVERSITY', 87)",1000046265,NAGPURUNIVERSITY,4428,100
1162,"('CITYCOLLEGEOFSANFRANCISCO', 100)",1000000478,"('CITYCOLLEGESANFRANCISCO', 96)",1000041001,CITYCOLLEGEOFSANFRANCISCO,524,100
598,"('UNIVERSITYOFSTIRLING', 100)",1000046207,"('UNIVERSITYOFTURIN', 86)",1000048446,UNIVERSITYOFSTIRLING,5407,100
1194,"('HENDRIXCOLLEGE', 100)",1000042099,"('PHOENIXCOLLEGE', 86)",1000000596,HENDRIXCOLLEGE,1203,100
1195,"('NIHONUNIVERSITY', 100)",1000045969,"('UNIONUNIVERSITY', 93)",1000044915,NIHONUNIVERSITY,2101,100
1198,"('NIPPONMEDICALSCHOOL', 100)",1000048941,"('MAYOMEDICALSCHOOL', 78)",1000048837,NIPPONMEDICALSCHOOL,2105,100
639,"('AJOUUNIVERSITY', 100)",1000049263,"('YARMOUKUNIVERSITY', 84)",1000047792,AJOUUNIVERSITY,4785,100
1202,"('HOWARDUNIVERSITY', 100)",SF000001773,"('HOWARDUNIVERSITY', 100)",SF000001773,HOWARDUNIVERSITY,1241,100
1203,"('HUMBOLDTSTATEUNIVERSITY', 100)",1000042203,"('MINOTSTATEUNIVERSITY', 84)",1000043174,HUMBOLDTSTATEUNIVERSITY,1245,100
1204,"('IDAHOSTATEUNIVERSITY', 100)",1000042221,"('IMOSTATEUNIVERSITY', 89)",1000049465,IDAHOSTATEUNIVERSITY,1260,100
627,"('UNIVERSITYOFIDAHO', 100)",1000045230,"('UNIVERSITYOFSINDH', 88)",1000047695,UNIVERSITYOFIDAHO,5132,100
642,"('UNIVERSITYOFINDONESIA', 100)",1000049010,"('UNIVERSITYOFVIENNA', 82)",1000048757,UNIVERSITYOFINDONESIA,4793,100
